errore_lpv,errore_fisso
-0.012155997171920245,-0.012155997171920245
-0.012334980604593364,-0.012334980604593364
-0.012514827839185748,-0.012514827839185748
-0.012695535581104894,-0.012695535581104894
-0.012877100555781373,-0.012877100555781373
-0.013059519508413865,-0.013059519508413865
-0.013242789203717426,-0.013242789203717426
-0.013426906425674916,-0.013426906425674916
-0.013611867977291586,-0.013611867977291586
-0.01379767068035276,-0.01379767068035276
-0.013984311375184567,-0.013984311375184567
-0.014171786920417711,-0.014171786920417711
-0.014360094192754209,-0.014360094192754209
-0.014549230086737062,-0.014549230086737062
-0.014739191514522848,-0.014739191514522848
-0.014929975405657174,-0.014929975405657174
-0.015121578706852948,-0.015121578706852948
-0.015313998381771443,-0.015313998381771443
-0.015507231410806134,-0.015507231410806134
-0.01570127479086922,-0.01570127479086922
-0.015896125535180865,-0.015896125535180865
-0.016091780673061065,-0.016091780673061065
-0.01628823724972412,-0.01628823724972412
-0.01648549232607571,-0.01648549232607571
-0.01668354297851251,-0.01668354297851251
-0.016882386298724298,-0.016882386298724298
-0.017082019393498567,-0.017082019393498567
-0.017282439384527563,-0.017282439384527563
-0.01748364340821775,-0.01748364340821775
-0.017685628615501662,-0.017685628615501662
-0.017888392171652088,-0.017888392171652088
-0.018091931256098606,-0.018091931256098606
-0.01829624306224637,-0.01829624306224637
-0.018501324797297214,-0.018501324797297214
-0.01870717368207291,-0.01870717368207291
-0.018913786950840707,-0.018913786950840707
-0.01912116185114099,-0.01912116185114099
-0.019329295643617104,-0.019329295643617104
-0.019538185601847287,-0.019538185601847287
-0.019747829012178707,-0.019747829012178707
-0.019958223173563525,-0.019958223173563525
-0.020169365397397058,-0.020169365397397058
-0.020381253007357856,-0.020381253007357856
-0.02059388333924986,-0.02059388333924986
-0.02080725374084643,-0.02080725374084643
-0.021021361571736362,-0.021021361571736362
-0.021236204203171783,-0.021236204203171783
-0.02145177901791793,-0.02145177901791793
-0.021668083410104778,-0.021668083410104778
-0.021885114785080508,-0.021885114785080508
-0.02210287055926678,-0.02210287055926678
-0.022321348160015776,-0.022321348160015776
-0.02254054502546904,-0.02254054502546904
-0.022760458604417978,-0.022760458604417978
-0.022981086356166167,-0.022981086356166167
-0.023202425750393284,-0.023202425750393284
-0.023424474267020733,-0.023424474267020733
-0.02364722939607891,-0.02364722939607891
-0.02387068863757611,-0.02387068863757611
-0.024094849501368996,-0.024094849501368996
-0.02431970950703472,-0.02431970950703472
-0.024545266183744523,-0.024545266183744523
-0.02477151707013896,-0.02477151707013896
-0.024998459714204575,-0.024998459714204575
-0.025226091673152116,-0.025226091673152116
-0.025454410513296243,-0.025454410513296243
-0.025683413809936644,-0.025683413809936644
-0.02591309914724067,-0.02591309914724067
-0.026143464118127322,-0.026143464118127322
-0.026374506324152683,-0.026374506324152683
-0.026606223375396747,-0.026606223375396747
-0.026838612890351575,-0.026838612890351575
-0.02707167249581085,-0.02707167249581085
-0.027305399826760716,-0.027305399826760716
-0.027539792526271988,-0.027539792526271988
-0.027774848245393606,-0.027774848245393606
-0.02801056464304741,-0.02801056464304741
-0.028246939385924166,-0.028246939385924166
-0.028483970148380836,-0.028483970148380836
-0.028721654612339092,-0.028721654612339092
-0.028959990467185025,-0.028959990467185025
-0.029198975409670078,-0.029198975409670078
-0.029438607143813147,-0.029438607143813147
-0.02967888338080387,-0.02967888338080387
-0.029919801838907033,-0.029919801838907033
-0.030161360243368157,-0.030161360243368157
-0.030403556326320174,-0.030403556326320174
-0.030646387826691237,-0.030646387826691237
-0.030889852490113615,-0.030889852490113615
-0.031133948068833666,-0.031133948068833666
-0.031378672321622864,-0.031378672321622864
-0.03162402301368991,-0.03162402301368991
-0.03186999791659385,-0.03186999791659385
-0.03211659480815825,-0.03211659480815825
-0.03236381147238633,-0.03236381147238633
-0.03261164569937717,-0.03261164569937717
-0.03286009528524283,-0.03286009528524283
-0.03310915803202648,-0.03310915803202648
-0.03335883174762149,-0.03335883174762149
-0.03360911424569148,-0.03360911424569148
-0.033860003345591215,-0.033860003345591215
-0.0341114968722886,-0.0341114968722886
-0.034363592656287384,-0.034363592656287384
-0.03461628853355093,-0.03461628853355093
-0.03486958234542673,-0.03486958234542673
-0.03512347193857196,-0.03512347193857196
-0.035377955164879696,-0.035377955164879696
-0.03563302988140621,-0.03563302988140621
-0.035888693950298894,-0.035888693950298894
-0.036144945238725176,-0.036144945238725176
-0.03640178161880217,-0.03640178161880217
-0.036659200967527186,-0.036659200967527186
-0.03691720116670896,-0.03691720116670896
-0.03717578010289979,-0.03717578010289979
-0.03743493566732837,-0.03743493566732837
-0.03769466575583338,-0.03769466575583338
-0.03795496826879789,-0.03795496826879789
-0.03821584111108456,-0.03821584111108456
-0.03847728219197134,-0.03847728219197134
-0.03873928942508828,-0.03873928942508828
-0.03900186072835468,-0.03900186072835468
-0.03926499402391721,-0.03926499402391721
-0.03952868723808864,-0.03952868723808864
-0.039792938301287245,-0.039792938301287245
-0.04005774514797694,-0.04005774514797694
-0.040323105716608056,-0.040323105716608056
-0.040589017949558805,-0.040589017949558805
-0.04085547979307738,-0.04085547979307738
-0.041122489197224776,-0.041122489197224776
-0.04139004411581811,-0.04139004411581811
-0.041658142506374736,-0.041658142506374736
-0.04192678233005688,-0.04192678233005688
-0.04219596155161694,-0.04219596155161694
-0.04246567813934336,-0.04246567813934336
-0.042735930065007165,-0.042735930065007165
-0.04300671530380899,-0.04300671530380899
-0.043278031834326845,-0.043278031834326845
-0.043549877638464296,-0.043549877638464296
-0.043822250701399335,-0.043822250701399335
-0.044095149011533746,-0.044095149011533746
-0.04436857056044314,-0.04436857056044314
-0.04464251334282733,-0.04464251334282733
-0.04491697535646151,-0.04491697535646151
-0.04519195460214773,-0.04519195460214773
-0.045467449083667094,-0.045467449083667094
-0.045743456807732355,-0.045743456807732355
-0.04601997578394108,-0.04601997578394108
-0.04629700402472934,-0.04629700402472934
-0.046574539545325845,-0.046574539545325845
-0.04685258036370663,-0.04685258036370663
-0.04713112450055024,-0.04713112450055024
-0.047410169979193326,-0.047410169979193326
-0.04768971482558683,-0.04768971482558683
-0.047969757068252517,-0.047969757068252517
-0.04825029473824011,-0.04825029473824011
-0.04853132586908479,-0.04853132586908479
-0.04881284849676515,-0.04881284849676515
-0.049094860659661704,-0.049094860659661704
-0.049377360398515716,-0.049377360398515716
-0.049660345756388516,-0.049660345756388516
-0.049943814778621295,-0.049943814778621295
-0.05022776551279524,-0.05022776551279524
-0.050512196008692195,-0.050512196008692195
-0.05079710431825566,-0.05079710431825566
-0.0510824884955522,-0.0510824884955522
-0.05136834659673336,-0.05136834659673336
-0.051654676679997846,-0.051654676679997846
-0.05194147680555425,-0.05194147680555425
-0.052228745035583994,-0.052228745035583994
-0.05251647943420486,-0.05251647943420486
-0.05280467806743476,-0.05280467806743476
-0.05309333900315591,-0.05309333900315591
-0.05338246031107945,-0.05338246031107945
-0.053672040062710334,-0.053672040062710334
-0.053962076331312676,-0.053962076331312676
-0.0542525671918754,-0.0542525671918754
-0.054543510721078256,-0.054543510721078256
-0.054834904997258224,-0.054834904997258224
-0.05512674810037621,-0.05512674810037621
-0.055419038111984134,-0.055419038111984134
-0.05571177311519235,-0.05571177311519235
-0.05600495119463736,-0.05600495119463736
-0.05629857043644995,-0.05629857043644995
-0.05659262892822353,-0.05659262892822353
-0.056887124758982936,-0.056887124758982936
-0.05718205601915343,-0.05718205601915343
-0.0574774208005301,-0.0574774208005301
-0.05777321719624756,-0.05777321719624756
-0.05806944330074989,-0.05806944330074989
-0.05836609720976099,-0.05836609720976099
-0.05866317702025518,-0.05866317702025518
-0.05896068083042807,-0.05896068083042807
-0.05925860673966779,-0.05925860673966779
-0.05955695284852644,-0.05955695284852644
-0.059855717258691946,-0.059855717258691946
-0.060154898072960046,-0.060154898072960046
-0.0604544933952067,-0.0604544933952067
-0.06075450133036063,-0.06075450133036063
-0.06105491998437636,-0.06105491998437636
-0.06135574746420726,-0.06135574746420726
-0.061656981877779043,-0.061656981877779043
-0.061958621333963515,-0.061958621333963515
-0.062260663942552516,-0.062260663942552516
-0.0625631078142321,-0.0625631078142321
-0.06286595106055717,-0.06286595106055717
-0.06316919179392608,-0.06316919179392608
-0.06347282812755575,-0.06347282812755575
-0.06377685817545684,-0.06377685817545684
-0.06408128005240928,-0.06408128005240928
-0.06438609187393803,-0.06438609187393803
-0.06469129175628904,-0.06469129175628904
-0.0649968778164055,-0.0649968778164055
-0.06530284817190421,-0.06530284817190421
-0.06560920094105244,-0.06560920094105244
-0.06591593424274464,-0.06591593424274464
-0.06622304619647978,-0.06622304619647978
-0.06653053492233862,-0.06653053492233862
-0.06683839854096138,-0.06683839854096138
-0.06714663517352545,-0.06714663517352545
-0.06745524294172356,-0.06745524294172356
-0.06776421996774197,-0.06776421996774197
-0.06807356437423895,-0.06807356437423895
-0.06838327428432345,-0.06838327428432345
-0.06869334782153404,-0.06869334782153404
-0.06900378310981799,-0.06900378310981799
-0.06931457827351052,-0.06931457827351052
-0.06962573143731442,-0.06962573143731442
-0.06993724072627965,-0.06993724072627965
-0.07024910426578332,-0.07024910426578332
-0.07056132018150979,-0.07056132018150979
-0.07087388659943093,-0.07087388659943093
-0.0711868016457867,-0.0711868016457867
-0.07150006344706573,-0.07150006344706573
-0.0718136701299863,-0.0718136701299863
-0.07212761982147729,-0.07212761982147729
-0.07244191064865958,-0.07244191064865958
-0.07275654073882731,-0.07275654073882731
-0.07307150821942966,-0.07307150821942966
-0.07338681121805252,-0.07338681121805252
-0.07370244786240049,-0.07370244786240049
-0.07401841628027912,-0.07401841628027912
-0.0743347145995771,-0.0743347145995771
-0.07465134094824889,-0.07465134094824889
-0.07496829345429724,-0.07496829345429724
-0.07528557024575618,-0.07528557024575618
-0.07560316945067393,-0.07560316945067393
-0.07592108919709609,-0.07592108919709609
-0.07623932761304904,-0.07623932761304904
-0.07655788282652336,-0.07655788282652336
-0.07687675296545754,-0.07687675296545754
-0.07719593615772179,-0.07719593615772179
-0.07751543053110206,-0.07751543053110206
-0.07783523421328412,-0.07783523421328412
-0.07815534533183792,-0.07815534533183792
-0.07847576201420199,-0.07847576201420199
-0.0787964823876681,-0.0787964823876681
-0.07911750457936594,-0.07911750457936594
-0.07943882671624813,-0.07943882671624813
-0.07976044692507522,-0.07976044692507522
-0.08008236333240092,-0.08008236333240092
-0.08040457406455737,-0.08040457406455737
-0.08072707724764078,-0.08072707724764078
-0.08104987100749694,-0.08104987100749694
-0.08137295346970713,-0.08137295346970713
-0.0816963227595739,-0.0816963227595739
-0.08201997700210728,-0.08201997700210728
-0.08234391432201091,-0.08234391432201091
-0.08266813284366836,-0.08266813284366836
-0.0829926306911297,-0.0829926306911297
-0.08331740598809806,-0.08331740598809806
-0.08364245685791637,-0.08364245685791637
-0.08396778142355427,-0.08396778142355427
-0.08429337780759513,-0.08429337780759513
-0.08461924413222321,-0.08461924413222321
-0.0849453785192109,-0.0849453785192109
-0.08527177908990616,-0.08527177908990616
-0.08559844396522003,-0.08559844396522003
-0.08592537126561435,-0.08592537126561435
-0.08625255911108949,-0.08625255911108949
-0.08658000562117231,-0.08658000562117231
-0.08690770891490417,-0.08690770891490417
-0.0872356671108291,-0.0872356671108291
-0.08756387832698212,-0.08756387832698212
-0.08789234068087759,-0.08789234068087759
-0.08822105228949775,-0.08822105228949775
-0.08855001126928148,-0.08855001126928148
-0.08887921573611288,-0.08887921573611288
-0.08920866380531026,-0.08920866380531026
-0.08953835359161515,-0.08953835359161515
-0.08986828320918142,-0.08986828320918142
-0.09019845077156444,-0.09019845077156444
-0.09052885439171049,-0.09052885439171049
-0.09085949218194626,-0.09085949218194626
-0.09119036225396834,-0.09119036225396834
-0.0915214627188329,-0.0915214627188329
-0.0918527916869456,-0.0918527916869456
-0.09218434726805139,-0.09218434726805139
-0.09251612757122457,-0.09251612757122457
-0.09284813070485892,-0.09284813070485892
-0.09318035477665793,-0.09318035477665793
-0.09351279789362513,-0.09351279789362513
-0.09384545816205457,-0.09384545816205457
-0.09417833368752136,-0.09417833368752136
-0.09451142257487233,-0.09451142257487233
-0.09484472292821676,-0.09484472292821676
-0.09517823285091737,-0.09517823285091737
-0.09551195044558115,-0.09551195044558115
-0.09584587381405055,-0.09584587381405055
-0.09618000105739459,-0.09618000105739459
-0.09651433027590013,-0.09651433027590013
-0.09684885956906335,-0.09684885956906335
-0.09718358703558115,-0.09718358703558115
-0.09751851077334274,-0.09751851077334274
-0.09785362887942135,-0.09785362887942135
-0.098188939450066,-0.098188939450066
-0.09852444058069335,-0.09852444058069335
-0.09886013036587972,-0.09886013036587972
-0.09919600689935315,-0.09919600689935315
-0.09953206827398556,-0.09953206827398556
-0.09986831258178497,-0.09986831258178497
-0.10020473791388797,-0.10020473791388797
-0.10054134236055208,-0.10054134236055208
-0.10087812401114837,-0.10087812401114837
-0.10121508095415405,-0.10121508095415405
-0.10155221127714514,-0.10155221127714514
-0.1018895130667895,-0.1018895130667895
-0.1022269844088396,-0.1022269844088396
-0.10256462338812547,-0.10256462338812547
-0.10290242808854803,-0.10290242808854803
-0.10324039659307208,-0.10324039659307208
-0.10357852698371964,-0.10357852698371964
-0.10391681734156338,-0.10391681734156338
-0.10425526574672006,-0.10425526574672006
-0.10459387027834402,-0.10459387027834402
-0.1049326290146209,-0.1049326290146209
-0.10527154003276132,-0.10527154003276132
-0.10561060140899475,-0.10561060140899475
-0.10594981121856335,-0.10594981121856335
-0.10628916753571602,-0.10628916753571602
-0.10662866843370239,-0.10662866843370239
-0.10696831198476717,-0.10696831198476717
-0.10730809626014412,-0.10730809626014412
-0.10764801933005065,-0.10764801933005065
-0.1079880792636821,-0.1079880792636821
-0.10832827412920629,-0.10832827412920629
-0.10866860199375802,-0.10866860199375802
-0.1090090609234339,-0.1090090609234339
-0.10934964898328697,-0.10934964898328697
-0.10969036423732159,-0.10969036423732159
-0.11003120474848839,-0.11003120474848839
-0.11037216857867921,-0.11037216857867921
-0.11071325378872227,-0.11071325378872227
-0.11105445843837716,-0.11105445843837716
-0.11139578058633037,-0.11139578058633037
-0.11173721829019037,-0.11173721829019037
-0.11207876960648311,-0.11207876960648311
-0.11242043259064757,-0.11242043259064757
-0.11276220529703124,-0.11276220529703124
-0.11310408577888577,-0.11310408577888577
-0.1134460720883628,-0.1134460720883628
-0.11378816227650966,-0.11378816227650966
-0.11413035439326533,-0.11413035439326533
-0.11447264648745635,-0.11447264648745635
-0.1148150366067929,-0.1148150366067929
-0.11515752279786493,-0.11515752279786493
-0.11550010310613833,-0.11550010310613833
-0.11584277557595124,-0.11584277557595124
-0.11618553825051037,-0.11618553825051037
-0.11652838917188746,-0.11652838917188746
-0.11687132638101577,-0.11687132638101577
-0.1172143479176867,-0.1172143479176867
-0.11755745182054639,-0.11755745182054639
-0.11790063612709253,-0.11790063612709253
-0.1182438988736711,-0.1182438988736711
-0.11858723809547331,-0.11858723809547331
-0.11893065182653254,-0.11893065182653254
-0.1192741380997214,-0.1192741380997214
-0.11961769494674884,-0.11961769494674884
-0.1199613203981573,-0.1199613203981573
-0.12030501248331998,-0.12030501248331998
-0.12064876923043821,-0.12064876923043821
-0.12099258866653888,-0.12099258866653888
-0.12133646881747184,-0.12133646881747184
-0.1216804077079075,-0.1216804077079075
-0.1220244033613345,-0.1220244033613345
-0.12236845380005734,-0.12236845380005734
-0.12271255704519418,-0.12271255704519418
-0.12305671111667474,-0.12305671111667474
-0.12340091403323813,-0.12340091403323813
-0.12374516381243092,-0.12374516381243092
-0.12408945847060515,-0.12408945847060515
-0.12443379602291652,-0.12443379602291652
-0.1247781744833225,-0.1247781744833225
-0.12512259186458075,-0.12512259186458075
-0.12546704617824736,-0.12546704617824736
-0.12581153543467533,-0.12581153543467533
-0.12615605764301296,-0.12615605764301296
-0.12650061081120256,-0.12650061081120256
-0.12684519294597904,-0.12684519294597904
-0.12718980205286848,-0.12718980205286848
-0.1275344361361871,-0.1275344361361871
-0.12787909319903992,-0.12787909319903992
-0.1282237712433199,-0.1282237712433199
-0.12856846826970664,-0.12856846826970664
-0.12891318227766568,-0.12891318227766568
-0.12925791126544747,-0.12925791126544747
-0.12960265323008663,-0.12960265323008663
-0.12994740616740114,-0.12994740616740114
-0.13029216807199182,-0.13029216807199182
-0.13063693693724152,-0.13063693693724152
-0.13098171075531473,-0.13098171075531473
-0.13132648751715711,-0.13132648751715711
-0.13167126521249495,-0.13167126521249495
-0.1320160418298351,-0.1320160418298351
-0.13236081535646438,-0.13236081535646438
-0.13270558377844968,-0.13270558377844968
-0.13305034508063768,-0.13305034508063768
-0.13339509724665483,-0.13339509724665483
-0.13373983825890728,-0.13373983825890728
-0.13408456609858116,-0.13408456609858116
-0.1344292787456425,-0.1344292787456425
-0.13477397417883752,-0.13477397417883752
-0.13511865037569293,-0.13511865037569293
-0.1354633053125163,-0.1354633053125163
-0.13580793696439636,-0.13580793696439636
-0.13615254330520363,-0.13615254330520363
-0.1364971223075908,-0.1364971223075908
-0.13684167194299346,-0.13684167194299346
-0.13718619018163072,-0.13718619018163072
-0.13753067499250596,-0.13753067499250596
-0.13787512434340762,-0.13787512434340762
-0.13821953620091015,-0.13821953620091015
-0.13856390853037484,-0.13856390853037484
-0.13890823929595086,-0.13890823929595086
-0.13925252646057643,-0.13925252646057643
-0.13959676798597975,-0.13959676798597975
-0.13994096183268045,-0.13994096183268045
-0.14028510595999058,-0.14028510595999058
-0.1406291983260162,-0.1406291983260162
-0.1409732368876586,-0.1409732368876586
-0.1413172196006158,-0.1413172196006158
-0.14166114441938416,-0.14166114441938416
-0.14200500929725984,-0.14200500929725984
-0.14234881218634055,-0.14234881218634055
-0.1426925510375272,-0.1426925510375272
-0.1430362238005257,-0.1430362238005257
-0.14337982842384883,-0.14337982842384883
-0.1437233628548182,-0.1437233628548182
-0.14406682503956608,-0.14406682503956608
-0.14441021292303752,-0.14441021292303752
-0.14475352444899248,-0.14475352444899248
-0.14509675756000795,-0.14509675756000795
-0.14543991019748026,-0.14543991019748026
-0.14578298030162717,-0.14578298030162717
-0.14612596581149045,-0.14612596581149045
-0.14646886466493825,-0.14646886466493825
-0.14681167479866744,-0.14681167479866744
-0.1471543941482063,-0.1471543941482063
-0.14749702064791706,-0.14749702064791706
-0.14783955223099868,-0.14783955223099868
-0.14818198682948938,-0.14818198682948938
-0.14852432237426963,-0.14852432237426963
-0.14886655679506494,-0.14886655679506494
-0.14920868802044868,-0.14920868802044868
-0.1495507139778453,-0.1495507139778453
-0.14989263259353314,-0.14989263259353314
-0.15023444179264767,-0.15023444179264767
-0.15057613949918458,-0.15057613949918458
-0.15091772363600314,-0.15091772363600314
-0.1512591921248293,-0.1512591921248293
-0.1516005428862593,-0.1516005428862593
-0.15194177383976284,-0.15194177383976284
-0.15228288290368674,-0.15228288290368674
-0.15262386799525832,-0.15262386799525832
-0.15296472703058925,-0.15296472703058925
-0.1533054579246789,-0.1533054579246789
-0.15364605859141836,-0.15364605859141836
-0.15398652694359402,-0.15398652694359402
-0.15432686089289155,-0.15432686089289155
-0.15466705834989974,-0.15466705834989974
-0.15500711722411448,-0.15500711722411448
-0.15534703542394282,-0.15534703542394282
-0.15568681085670705,-0.15568681085670705
-0.15602644142864888,-0.15602644142864888
-0.15593900775522757,-0.15593900775522757
-0.15614543860834693,-0.15614543860834693
-0.15635164384892733,-0.15635164384892733
-0.1565575560946337,-0.1565575560946337
-0.15676312291523561,-0.15676312291523561
-0.15696830364340733,-0.15696830364340733
-0.15717306678316256,-0.15717306678316256
-0.15737738794190265,-0.15737738794190265
-0.15758124820111394,-0.15758124820111394
-0.15778463284446714,-0.15778463284446714
-0.1579875303717627,-0.1579875303717627
-0.15818993173851922,-0.15818993173851922
-0.15839182977198496,-0.15839182977198496
-0.15859321872409615,-0.15859321872409615
-0.15879409393015406,-0.15879409393015406
-0.15899445154875905,-0.15899445154875905
-0.1591942883639888,-0.1591942883639888
-0.15939360163512556,-0.15939360163512556
-0.15959238898262806,-0.15959238898262806
-0.15979064830168233,-0.15979064830168233
-0.15998837769670776,-0.15998837769670776
-0.16018557543176762,-0.16018557543176762
-0.1603822398930387,-0.1603822398930387
-0.1605783695604185,-0.1605783695604185
-0.16077396298605096,-0.16077396298605096
-0.1609690187780893,-0.1609690187780893
-0.1611635355884205,-0.1611635355884205
-0.16135751210338647,-0.16135751210338647
-0.1615509470367711,-0.1615509470367711
-0.16174383912450038,-0.16174383912450038
-0.16193618712063768,-0.16193618712063768
-0.1621279897943576,-0.1621279897943576
-0.16231924592765978,-0.16231924592765978
-0.16250995431364207,-0.16250995431364207
-0.16270011375519594,-0.16270011375519594
-0.16288972306402136,-0.16288972306402136
-0.1630787810598834,-0.1630787810598834
-0.16326728657005085,-0.16326728657005085
-0.163455238428873,-0.163455238428873
-0.16364263547746064,-0.16364263547746064
-0.16382947656344565,-0.16382947656344565
-0.1640157605408004,-0.1640157605408004
-0.16420148626970213,-0.16420148626970213
-0.16438665261643112,-0.16438665261643112
-0.1645712584532948,-0.1645712584532948
-0.16475530265857133,-0.16475530265857133
-0.1649387841164677,-0.1649387841164677
-0.16512170171708915,-0.16512170171708915
-0.16530405435641665,-0.16530405435641665
-0.165485840936291,-0.165485840936291
-0.16566706036440165,-0.16566706036440165
-0.16584771155427902,-0.16584771155427902
-0.16602779342528953,-0.16602779342528953
-0.16620730490263294,-0.16620730490263294
-0.16638624491734064,-0.16638624491734064
-0.1665646124062758,-0.1665646124062758
-0.16674240631213375,-0.16674240631213375
-0.16691962558344345,-0.16691962558344345
-0.16709626917456902,-0.16709626917456902
-0.16727233604571198,-0.16727233604571198
-0.16744782516291343,-0.16744782516291343
-0.16762273549805656,-0.16762273549805656
-0.16779706602886932,-0.16779706602886932
-0.1679708157389268,-0.1679708157389268
-0.16814398361765426,-0.16814398361765426
-0.16831656866032957,-0.16831656866032957
-0.1684885698680859,-0.1684885698680859
-0.16865998624791462,-0.16865998624791462
-0.16883081681266768,-0.16883081681266768
-0.16900106058106024,-0.16900106058106024
-0.16917071657767335,-0.16917071657767335
-0.16933978383295636,-0.16933978383295636
-0.16950826138322928,-0.16950826138322928
-0.16967614827068536,-0.16967614827068536
-0.1698434435433932,-0.1698434435433932
-0.17001014625529923,-0.17001014625529923
-0.1701762554662296,-0.1701762554662296
-0.1703417702418927,-0.1703417702418927
-0.17050668965388088,-0.17050668965388088
-0.17067101277967273,-0.17067101277967273
-0.17083473870263463,-0.17083473870263463
-0.17099786651202314,-0.17099786651202314
-0.17116039530298624,-0.17116039530298624
-0.1713223241765656,-0.1713223241765656
-0.17148365223969772,-0.17148365223969772
-0.1716443786052159,-0.1716443786052159
-0.17180450239185155,-0.17180450239185155
-0.17196402272423578,-0.17196402272423578
-0.17212293873290052,-0.17212293873290052
-0.1722812495542802,-0.1722812495542802
-0.17243895433071266,-0.17243895433071266
-0.17259605221044041,-0.17259605221044041
-0.17275254234761186,-0.17275254234761186
-0.17290842390228203,-0.17290842390228203
-0.17306369604041383,-0.17306369604041383
-0.17321835793387863,-0.17321835793387863
-0.17337240876045734,-0.17337240876045734
-0.17352584770384083,-0.17352584770384083
-0.17367867395363087,-0.17367867395363087
-0.17383088670534053,-0.17383088670534053
-0.17398248516039458,-0.17398248516039458
-0.17413346852613024,-0.17413346852613024
-0.17428383601579725,-0.17428383601579725
-0.1744335868485583,-0.1744335868485583
-0.17458272024948912,-0.17458272024948912
-0.17473123544957858,-0.17473123544957858
-0.1748791316857289,-0.1748791316857289
-0.17502640820075555,-0.17502640820075555
-0.17517306424338708,-0.17517306424338708
-0.175319099068265,-0.175319099068265
-0.17546451193594353,-0.17546451193594353
-0.17560930211288925,-0.17560930211288925
-0.17575346887148063,-0.17575346887148063
-0.17589701149000772,-0.17589701149000772
-0.17603992925267145,-0.17603992925267145
-0.1761822214495829,-0.1761822214495829
-0.1763238873767628,-0.1763238873767628
-0.1764649263361407,-0.1764649263361407
-0.17660533763555375,-0.17660533763555375
-0.17674512058874636,-0.17674512058874636
-0.17688427451536864,-0.17688427451536864
